record_index,image_name,provenance_file,original_provenance_sha256,original_image_sha256,tampered_image_sha256,image_byte_offset,image_byte_before,image_byte_after,original_label,tampered_label,original_quality,tampered_quality,original_identifier,tampered_identifier,label_tampered_provenance_sha256,quality_tampered_provenance_sha256,identifier_tampered_provenance_sha256
127,44_6.jpg,44_6.provenance.json,be91a18be8a79cefd93dda4ae758124bcb0f1ec49309beeaaf15a1115500884f,289a2cc40385b6a3d467f0d250919afd9d1c74bb8d96c82811811808b4157f14,365bc282d24605f42e1b66912796c08c475579ab2de755926692e0e3a5728925,67490,198,199,GON+,GON-,4.80,4.81,44_6.jpg,tampered_44_6.jpg,d0bcc5b2bb16396701233ce78ebf897ccbd6b2e2765d125f26f360bac42b2ddb,a155da54fcd74e2b2c347a157ef99456ca96e1225a96e56a78d44a9051889f01,1002fe82af217174a39ecc066aa9bcc392500063a4f207d098a2a01c4f00e466
128,45_0.jpg,45_0.provenance.json,33c150542632fbaf770c1bbfb32ec27ccdd37dd5b38f7fb21928a711cb552469,b46bfcff629d4ef845b46fb8d013baab86f7e59a6dc178f4570d49e406ffa950,a29017724d3c393506aa63c71a5ab492ccb22b22ee6cc85b31917349367b72a0,62207,21,20,GON+,GON-,6.03,6.04,45_0.jpg,tampered_45_0.jpg,0796bad60b91e82c714a3027dd3876cc23bcba7e24031c67e25670ab5091e790,61fea508cb66cd891460b589b894cb22c0b3036708d0b145440c7372fb7e0443,0d9dad14cf3aade59774089e7596c0508359138acfc3bc0f78377b5f91498eaa
129,46_0.jpg,46_0.provenance.json,a353ebb5057333537adeefaa84c261caba8f4bcdec9fa0f3911586a377248b55,6f368070c55cf414f6175b9ab342b3db16a1ba9378e991ea0e0074b8631eea63,91276ad3ebeda00f405096b2e683188bebcd8d72eba7ab395465347f41ca99d8,58530,176,177,GON+,GON-,4.74,4.75,46_0.jpg,tampered_46_0.jpg,3c08fd93207c0bb0f70b247f020894356ddd5aa948514e18eb8448bc04b36471,2037c6fc106bd7980ff2438b7ce3bf9eddaf48df8e5550bf27bcccbeb25db322,fd25370b51bd829c4a72a17dc9c39c86b3f4484e2b659d7805a9acd09ccff665
130,46_1.jpg,46_1.provenance.json,bf8aef0c40749eb97f1a20cf05099be16ce183fff9e56a0282959c2b21e4007b,86224d8c613736f69e7f633c2a2d92f7ed07b1c2512d2b1623fd445044aea4a2,f8a0406643c5a9212890b1e773460e129cb6cec78c5a86867c14befd5719ea3e,48262,20,21,GON+,GON-,6.19,6.20,46_1.jpg,tampered_46_1.jpg,560d09fa00f2b7732ffecc695a01b04159af4fef6cfa99199e676453cc70308c,85c9e3e697a767b908fec1b4257aebddedd3d1b6b5411744c8d52a8a191de1e1,5dc673bd9c46e6a8b2625bcf120148ed00036a4789e694183d1dcd752d812ccd
131,47_0.jpg,47_0.provenance.json,bbcd65504e9b5ce4bed42d1591eef566714817a388b995e49547c2256487e6eb,cae0949adae6423b16b2ef5bcc434a66c90869488817ee36ea1d23eedf9fe575,c2417d78a1fc1a371417a5ac98459dcc36d15eff8d228191c307400fe02827a4,60273,66,67,GON+,GON-,6.30,6.31,47_0.jpg,tampered_47_0.jpg,2d32d280ff2512d67fd0459aae54a35a529b490c2a7b0939cc9ebfe7c40a2432,ef6b8463c1739022c08dcba4fc003d0a9e9238f4ac05ddc42fa82427ed293ca0,9e8c31d91854049ed4fbb66536925cd141b73257ea57377cc7ae9c4e0f47bd4c
132,47_1.jpg,47_1.provenance.json,ef5696fc5adf00591eb630173cfd28f7ce0bec8f7c6b772c903af20cc40796c1,104f7808e05f4744179c6f036d80efc850884c28a914ea2da03dbaf10996afad,aa6a18698d0a77db540fd549b192129bf12edfb954e0f748dd4125fab2046a89,67548,128,129,GON+,GON-,6.65,6.66,47_1.jpg,tampered_47_1.jpg,85cf19808cd595693ffd1935a1a3899510784e9734b4c981de50248b297e08b6,aaf519d26e8886018783b52297a022c23172b5d3c75328dec026e2861f83c917,1c5a0bbe1df7a4a319d74bd45ad4d85861aaa39ef182b61346cda24f835d0054
133,47_2.jpg,47_2.provenance.json,8f7552e9f6849dd0bf20f41970d164f9aa0796d4ef1de35e23a7fc3545caf93a,d94eced7913dd0d73403740cc0c433efaa3680facbf4020a56987bd47dfd4598,76a1f03567c16959912b40b14b961749a7b2297992c098c29cfec90b336f1b82,65546,66,67,GON+,GON-,5.87,5.88,47_2.jpg,tampered_47_2.jpg,7de65c03f120a55017c7fa70f4ab2110fbbabef172b929a6b7908050a7a0d444,54c7bc55354da52fca57c6205160e0767f02c3a0499c2c9e0292a8f35697ff53,491fcf5fbd403d77adcd9aa0f19073d460641642fa0e05d742d48d5e72944320
134,47_3.jpg,47_3.provenance.json,dbc9919db171edf5c0b9d88b509be314e9eda001104546f45006b77298b16e45,c1d496cb1f2fe3989f999c29ab52f71f270e5cbbde63e8a21ac02a4f4d3ee8dc,3f70cce2025e48340697a285e67ef12b36ba3caea84a98f0a849339fcd9a9a06,64980,231,230,GON+,GON-,6.83,6.84,47_3.jpg,tampered_47_3.jpg,f236d500c8a188d0ae914608d1e38c630ddb6b677ec51b4692f0c12fd83f6695,4c37b32545dc0950c2243f233e0ff8f599ca79da61595828878f565d5ba4071b,67b9da3ab687402ec4e9d4566c46d83173c05bdedb2497a9cd8113b6098ee40d
135,47_4.jpg,47_4.provenance.json,eabd3e49b50c9641dda56d1b12628895c33b0635458804b233dc23ef5fb7eb15,c2b5e0bff9e1e7679265aae96ef10cb2d103f167ee34a4acd1a86871c3dc28ad,ed5297b08bf65f9b2d779c6d9bba91b90971f067753175583195158f89d0d12a,63619,184,185,GON+,GON-,7.00,7.01,47_4.jpg,tampered_47_4.jpg,c1cf1c877efb0b1a084448b99cb8d772bd16abdb1949e15251ad84f3879ee5ae,f42c623910bd33fec500491ac05ccfc548493ccfbb3e3e84ac38d82d76b76653,e57ba69a40571504114a509d50c952787c4eabc6bc95a686021d0355f566e7f8
136,47_5.jpg,47_5.provenance.json,7c2c43d8e171e65051169c05ecef7f8d046c4868437f41752f1d6c37fa146b58,7b8473c7e1c7df4c66a189a0c8468392d8995e5a6ba210e4ed18ad59d2dd4339,a7f104bd80266603dc5d8bc5500a899b798febd344b27bf2cbf52117e4662cab,63015,23,22,GON+,GON-,6.43,6.44,47_5.jpg,tampered_47_5.jpg,47ae778d6805767cb6b2bfcb3e17f73ea33fd0832b6d8b0c94fc60e399f4c62c,d164e217f80ceca5cdf743089ee3c0edaa0e650425b753f96b2f539c78c57234,8590208a51468d3a5995bd0ac8cc394912061bf0c966ead8d3db9697f8795494
137,47_6.jpg,47_6.provenance.json,1f15168c2f47f112ac8221394ae2c4612f7e5b5fe7a9494679ff9b266d73c6b3,a6c5b3fe2d640dedad8eed97fd23f186ded3cd592853f7b7195652f2bf9eecb8,9771493d001ea5cbfcffe8913bdc47764112b9fa31e498624c2be99e4d385d4a,57888,207,206,GON+,GON-,6.39,6.40,47_6.jpg,tampered_47_6.jpg,c321064765c4c7ff33e0a5b1f0008e609418726cb8ff03a2394c932ea5744145,35305b667450c58123ca875f9194758bc6bcd0181726391e3894a6fe050745f6,806ce7f09a5666c5a9ec9fef2036241f8d5a904d03b551f5445345e6b1b192ba
138,47_7.jpg,47_7.provenance.json,d57c6b79aea914770449ffa0f4348d87fe3d4016beb83424ea097302285101c2,20e643d16b742ecf2b8236aec9344fb57be7049389698330fdd055639ffd3353,47f7fbab13dae9fffa6058a49a8aed9d00b3752afe446b1a8361805cc74e89c7,59814,154,155,GON+,GON-,6.34,6.35,47_7.jpg,tampered_47_7.jpg,9222a39c72654cf4fef1efed89eca8856d3768a6617e0472a5596db6e72240f4,25c8b7335001df89421a63e442059e86cc16ff20d3c5960e928716ed4f2bfdc0,28ff50357697b5597b6609147af73f7932c3e6a26722fca46e80cf20498ceea9
139,48_0.jpg,48_0.provenance.json,f746b98ff57b5e1d9237fd95361cc4d00fba6d0fbc2941b839f186247a628c65,0ae77d46fe0395cd5d87286c434c898346a6eb19bdaf2ea22f98f77a39cc21c4,185e027b5a86db4fb77f7c3cc4b13b97c715b04bd248b8d1048ff60cbe6dbff0,78299,220,221,GON+,GON-,6.81,6.82,48_0.jpg,tampered_48_0.jpg,cc634e24989dbaf7e012e17c713833558c19b785696f9db8957997f0a5d59f74,c51971c4367be004e624aec71ecf09f7aeff02a63afae77a7e5fa1c9c79ecb22,8eb64cf9bb0fcb5ea50fbf17a2ed6b9af5c1d25bd4d7b038c1c4ad6baa91cc06
140,49_0.jpg,49_0.provenance.json,d14c97d5f0ec58cf5960ec03609a36447e4b7e743c94614b67c4bf69307776d6,38e356e8eb684d384feb2e81a7634e9c50dc304e9feaa35d86bf0dec733f1c2f,cf06bfe7f2d01bbb0ac6c3cad6807b82a7e4d24db786f716e15162f66f99fa32,58774,197,196,GON+,GON-,6.20,6.21,49_0.jpg,tampered_49_0.jpg,f17f4aee6416fd379a5136087973a2bad2d67b81e770cb8b17821fb0fefa7efe,47d41747607fdad8579d63637f9bef040e87c8d0b6ffde63ab41c1535037727e,0a6b9ba3273de4822c75205109f79f61002270307e3678a374e05d0ca2674fae
141,49_1.jpg,49_1.provenance.json,d7fa740e20861eca7a18e15c6c9b6c0d8e347515decd2cca1e0fc12a4520b107,5a379eed0cbb72e9418a2b7e69bff1297278148c6e59a2729f064be8cdcc06ca,30b1874ea2292e2ed08e9cc1d17439e5f6da6af715f1b0d979a6d02759ce52d2,59722,42,43,GON+,GON-,5.70,5.71,49_1.jpg,tampered_49_1.jpg,df6c2f7942601d11a239d093dfb2d5f24b735d0cd6daecea0ebc539e074d04d0,2d3b2e0e26caf0a041272ac4e736a1dd6b55a995d927cd23eeaad0f8105eb076,fa187a379999426ed2da1a24e717478b938eba7dc8d1d5c816590920b394b7a9
142,50_0.jpg,50_0.provenance.json,239aa98fa94fd79edf082005278493c233014a760b2aab76dcd75bd7c7c15a97,0d591333c7af83dede343ea70494e0b10055d75e04b35b25571c61875eb90fd5,c5d33388fe850a1e1033f7bcaea237aa964bff6b592e49df008f3df7b817e1db,58810,210,211,GON+,GON-,5.40,5.41,50_0.jpg,tampered_50_0.jpg,640b9e48ea662d72de17f0f955ba39af08d65d695d8ad6668d2b9bf854341f33,8339e1b2773f4e51053c29281642844b27862d19f081febd598e2277b131dc60,0968e2aa7414f17e2cdbb33422824172998170e424ee48711723d919aba19870
143,50_1.jpg,50_1.provenance.json,326cd736c95ba38b12c2c886e0c679c5da1f884ea3a19a28bcd829e563ca6eb0,980b9fe41e49861cc11c6fca8a7b98d19820383f9a58938f749fa3259c732e34,98a75a9266a7c93378bf22514be1671fa03961efc6d8948f08dfd4ffb4556a7c,58118,105,104,GON+,GON-,6.24,6.25,50_1.jpg,tampered_50_1.jpg,5ec96d03296722767c3d9e971b2b4c0b86fe5190b972f5648d0661020b0ce56f,0637f55af570e90e841f9b7c702bff35ea3be5252a8a29ed1b4645b7090781a3,c0ef2a7222e6400f18855b0036f6b5e60747cce220dd1668133996626c18c9b1
144,50_2.jpg,50_2.provenance.json,572b7a0b80061e044990ef8c0a5a956418e583cf4361516046ab127deb0cbeaf,ab6ad779eec1780690b52b4f3c8ff90ae316c11a2223c992ec6d2e9f798a4778,d1183ad08af6d1deacf24b71ffb349de7c0e1537f5a743a43cd497c1bf9b9fb3,51429,2,3,GON+,GON-,5.89,5.90,50_2.jpg,tampered_50_2.jpg,14966065c4506cd1f1d97a228a2a794689d61ae3d2005bdc58d938846c222b69,dff118c995a39c242e1bcb53156d90fb9c691548572826c791bfb7c955dad2b8,cfee5ac1165000df10d69e34ae6d65b081621911f2a2d44ec527a698ebd26a00
145,51_0.jpg,51_0.provenance.json,a9e8de7ad94955962f803a700401e3f0f03d3af7e5b552ec1e81b9b74d7b66cb,aa62eed530c50e5bb5cd79182b2ac1447bdfc79604afb9ea8412261f9a6885c5,ca80113d2a7944ead43c6dcf18645e18f47650b39852e088abca15ce9be03fd9,62491,164,165,GON+,GON-,6.25,6.26,51_0.jpg,tampered_51_0.jpg,190e3f61bf5ed16c3aa25ca61f42c657a6d702509645b115c74224bcc0f09f88,980bd18f623d84915f2e1121a06ad29e98bbec9f07f5a4ce1a45dbaf05626188,09f84544f79ef7bece27514a2ffd2fda126057ccb85965480c270bfce523183b
146,52_0.jpg,52_0.provenance.json,92c9c7b4304bdaf2796b801a47999c3ad991b0e2dd1b0eedb9431628c4ee3100,20d367b524e1e874882435d52cc6c9d86edbe8046e9e76aa818458b656315495,d26a052afc40acd5711115fbb8b1f4fbbfa94a71df8f8113e96fa6b109064705,63353,14,15,GON+,GON-,6.62,6.63,52_0.jpg,tampered_52_0.jpg,70bd8b75fc125a1b4e2ec057cedc9222aafe039d576a165c00a76bbab7deb861,526d5690b7724a12c039f490fec0874e6fcf7c9190ea3004cf1a815b9e4615a7,dea84879ef91deb3128faffc2a863bb6e517505fab303387f0c266564fc73253
147,52_1.jpg,52_1.provenance.json,8870d0b53919789b35dd5101290fdc2e289ed022af972c7629eca6b3859bbc7a,cec7ed0786f7d62c07a88d193e2fc581e86f4a742b79a1e87bb6fb9940974dc5,3f94ade59a5abc4ee03935b6a16c06b6d67b10a27b40b4062c612eb46e6942e6,69520,218,219,GON+,GON-,6.33,6.34,52_1.jpg,tampered_52_1.jpg,f93c5418d5cf73839db11c0df4256f008311b06965a072918298ac22866d76ec,ecb535522d1202c937b68237d94f3f6c6ad93fb5eb36a9413a3e1d20133fd0d5,c2f6e7867a7d094755cf559870eeb24131c93cdc9cf4442781af2c7785207836
148,53_0.jpg,53_0.provenance.json,63d296b04c1ab53c2aabba5277e0d0c10926e7a84b6bbbbed475ac5a911a289b,890810451c381e99283ab47607c0e990c4926b3b237f7a542904ed635fe13042,9901e63d06baf473a5063f427802bc5dd1364e1308e3b142936e1016d56094de,63538,30,31,GON+,GON-,5.55,5.56,53_0.jpg,tampered_53_0.jpg,191d8c5ad85fe90633c05b0c19ed16e6549c246bfbe43166cb04dac01b646c3f,ead137e558df3564700e7a9e22042186084d8bfe190bc6b5bb224a0b1ec47a5c,22a0e31ebd8cd77ae024aef6a2737d3749fd426ee195bdaa699e6c408b48741e
149,53_1.jpg,53_1.provenance.json,138dce3b4e3a2cd0a0d0cd381a97bef58d1cc3e8dfb5fab4914180b3b764994d,c87e9f3f90a337da4d76010b6ddf2f9149821fb2bde22668884d2026e18af2e9,28bcbce2a3f5910d1dd48b98dab64a85ae4216d4a58b7197305de08fcb83fdbc,66899,211,210,GON+,GON-,7.01,7.02,53_1.jpg,tampered_53_1.jpg,95364c8f6800abb92f7cc4cbf0ea6f44a9ed4108fb01626f667970dfc654d7a0,128da1aaeece5e35ca00fbbbab2528cc8238a491b4cbe5c20d0d602f8a37ab95,4b4b780f1f81ecb513596e12445728e8fa1e7357e0c788015bc031e5a869a9e4
150,53_2.jpg,53_2.provenance.json,ab9a5828bfcc52722e649fdebb5bd9a712c142bc6924bebcb2087b407fce826f,42de47e4bdad072301db23373f57006e8c28c13440c3343e47e1fa8376842484,9b03a413de3132c328f5a1460a2e421537f3818ac085fc271c04c98eba9f6f7c,56305,5,4,GON+,GON-,6.32,6.33,53_2.jpg,tampered_53_2.jpg,2798f0d8b8e89dd7d4c750ef0770046a55b585a57ae4c4e6853544cd854600fc,f1ed1237d51ab3d0b4a17f7b8950085fa108da580fa08a722ebd79bf7dd4f458,d0b6c0aad477ffff365ccc8fd3ad31fdc0fa289b011dc914337456786654e94a
151,53_3.jpg,53_3.provenance.json,e56fe61b901436890f3c65ce145c61f287e154566168676e6cbf0fe59faf58bc,3bf454c26a2b2357e3867436c7dca355a7c0e798819f1d7b49ef9cb0940cc9a0,70554b4e22194a61c53a2e6fa9d1ed18f9011a8f6a7a8e0d5ede42a0226437b6,65238,244,245,GON+,GON-,5.68,5.69,53_3.jpg,tampered_53_3.jpg,dea9d7c2073db21ba6cf59f9122def96007be1696952669ed2ed5eadbc0f45a0,6916a15bf1e163d2d10b62aea8f2d6836873fc478c01f4175cb978c55da94613,52a30b995820d9172bf7e6f5618d48e55e4a7eb05d934d86f73a24d3e32d786d
152,53_4.jpg,53_4.provenance.json,aed73eb1615cc3c9691c233b18a67e8a96631ce7f77574fc8c3e70809cd4dca4,e36947296baf89b2f67d4144b8b665a50fa3b25fe1bd7447c91015a3e7a4b45a,e9b054c28b40bec828c126d691193113b33869591b8c406f94feec399a7e5792,64469,154,155,GON+,GON-,5.88,5.89,53_4.jpg,tampered_53_4.jpg,61807d2d9c491054ad9b8ab8f68e0c84ddc5bbe889fab31310434c659c72c67f,67c96bb0ac503170a90b10b73f5b73b32614e03a0a405bd443b8e10a4397d0b2,23ac4ed0f59e745ccb6479eb7d7acdbad8afdf24a5e4429b977d4a8b5cd33f49
153,54_0.jpg,54_0.provenance.json,ff7b9bde65c8931d7e455002bb7b4c3809c61290e8a99082f6457398a7e7c1ce,0855a89060a7dcf4ea29a2673a5b7bb16288d0d732a6f65dff748b25b838bf55,5bb40c877db75caeecdc9f631498e1a361a8feea8298355755cf3441d6c50906,66886,90,91,GON+,GON-,7.28,7.29,54_0.jpg,tampered_54_0.jpg,d5ad1dd1398d2dfb44ec0a575c2da8a272703ae97aaf3d59d8d4b8f6a369ffe7,ab2f4e836446257658af7f6c2cd309db56efa0552ea56895fd61d4aac5282403,43f51b271a6235e84037cf654a99c4ce6700a2ad0b270cf446a2b43cc61c10ab
154,54_1.jpg,54_1.provenance.json,37245cd198dc498cdc4024925f27fcc80ef7a9397a458bcecb75f5a766ccd62a,e6531946038f882d0322a59ab39a426bb3d61afea0fd38f2ddffbbaf76992880,2d7de43d5043547a4d735618ea220626b37bd969480dd9db3043a0e193ed59f4,60751,231,230,GON+,GON-,7.01,7.02,54_1.jpg,tampered_54_1.jpg,d1915a57ab6f87ddee2372a0c2a91a427ec75b0fb65a0d2560ade626fbf424a5,e964a2284d1d23c2757b918a3c49b4022fb5ba684d13b342e283da2e02e35694,995b53a56963d2c45dbbcabd1faf1e846298b53ee482883c38b6236d56a724db
155,54_2.jpg,54_2.provenance.json,688408249f2f9da7195a23ef8b1642ccad12aabd5445d86789963e21ff3cd118,20cb63021aeed143f6a382b4bac70596c7b02082ce880ba849dfaf92544840bd,4ccb1f65ac861801b2bc9041ac64ff3416b03f2e4351b809f99939cae08dee18,60845,205,204,GON+,GON-,7.30,7.31,54_2.jpg,tampered_54_2.jpg,b1f2300bae8e0b6c5191eda015d49f8a54d91c27da030dcd941fa084104ddf6d,83ddfbcdb18ef88e1f043f89bce48c5e39bc18375a12916fbd1b7e5e876b65d9,fb82f7e34c5748be81e17d88f0b9423307c4ee5cab6dd69b3f27e98beba8ea52
156,54_3.jpg,54_3.provenance.json,a50cba50582a38231de24d555e0f680094a3e346aa66bce5532cd24a2e256039,380aaedb9ae835e4954aee75c7f7c2c9dd4a39ad967d2fe54bf0ae5871e2ad3b,1b8ad50e492543bbda1afbd1890ac914777acf15fd38b6b032e41f2d12b02317,67632,189,188,GON+,GON-,6.68,6.69,54_3.jpg,tampered_54_3.jpg,11f18938aed18e88987e49eced4833b1cd59a1c652d124440e2a9ae85c02f6f4,94d9ecd6d7ecbe896fc645f81af8d3bf23480d79e6e0491319f4de4089192b6b,e84065f6718a4c58374609c977297624229ecd576700b00f3e338f5422e00aaa
157,55_0.jpg,55_0.provenance.json,06232b6182bad2401c18fa776fe8d96c05106e1eca644e50e67128ef03f3903d,41273ca154ca432730924dd9912deb1df140effe75c71f31f01ff429863e8977,493e6cbd5e6ec3e077768abdc2e4a1d3ac65c6e46eb1583fb0212714ebf1a5f5,56850,40,41,GON+,GON-,6.31,6.32,55_0.jpg,tampered_55_0.jpg,abf82eec1b4608ec073bee242218f39e30300ff38b2a90adfd3b6f9e6672eff4,dcad3107f335e20df7df9026ae72efaaa7a7f0b32d04e8f9b7884884da78697a,67bac20bde9c3707610acf5f521089cb92396076146eaa736e7aec45b1bbfb14
158,55_1.jpg,55_1.provenance.json,9cbabe045232a5ffd6624b145767e7ad262b28a083c0975001afde3ffc9dd98d,33d4b77106cbc465438dc41dc0c771782a37c3cbbb3129421cc9734bad660d6e,cd04c6eab43dffd74a31787fa500a84a0ae7309d032954466e6919500231279c,62686,83,82,GON+,GON-,6.68,6.69,55_1.jpg,tampered_55_1.jpg,2c82e702716969d2749c706dfb3c572623833395c429e2466d44ed767c7a53ba,9eb6dc8e24859f6a1bb4b4c0811b3bde3a1d4d4de01f7a669857ca9a92d10a58,54c711834866abe0ca5f9cdbc5a5be644f92dbe8ec3882b316bb808bf73c409c
159,55_2.jpg,55_2.provenance.json,46ed02c4a2ca199b4acc6de7392bf92fd4422797eb04137a5fc9f003d466ef8d,165e7d62d9e554fdcb299fda17907780b3d96f95974310c4e3d557a9768644dd,9ed19fa2678fc86acc927f6db8c18a0fd01529ed7f6a96c65a1a6a47cee7f65b,76142,240,241,GON+,GON-,6.84,6.85,55_2.jpg,tampered_55_2.jpg,1bf795bdedf8a3638faf6edfc58dbed45cef08a773e094a1be43b1ea844a51d9,e416c8c3eeb973229430506a5b7e90d3f00977aca54096f38186db7896a838d8,58496bf5c1dc107f466cc335307226f168989887f0a715e7374806c3ff66b0c1
160,55_3.jpg,55_3.provenance.json,0bdc245f0db837069704bee659465e81282bad9cf9137eb1ec0caf5cf63df2b4,aa00987f87a12eb2475639c87df3267f3ae939cfd3a597217cb12bf85ef6b901,98fab2416b3bd0c7ce4da545f229043c5d4ccc3fe0bde1110b8cf3be66fd5a6f,82373,39,38,GON+,GON-,6.59,6.60,55_3.jpg,tampered_55_3.jpg,224bf0ee7d0de64112f5f86e6bc2c7fac52affd47a0180a656d31125a8036f12,e2741b50e158952ddb6e61a4d25f92c5ae90d0f425e3b340ca79a7ec5bfabe61,fcc37abfa0fc5671059288fa4578a1d0f6400c6a4a73ad82b93c91d7c0f32cbc
161,55_4.jpg,55_4.provenance.json,ec72e3192d678fe3164beee053cdcacd62a73a080a329d9397d65e644e862e35,d2798654fa0b7644b58dc6a3b232518121ef30a7472ba070613e238e3a4b4adb,33a0185419ac71d402649807594e7cffe3c313ec413006a4fd1f012f950ad53c,60726,28,29,GON+,GON-,6.30,6.31,55_4.jpg,tampered_55_4.jpg,49de16b4fc8e5218019174d0aee340754d20c249bdc8b2c187f4740916d1e4d8,9756c7de5bfeee2b066b248e4bf04364852a85251d06af1d40843273a4f1f402,6f76a9ad16e7781da51cb0d9a0fd5046bfb480a6b14aeea002a48e194f518602
162,56_0.jpg,56_0.provenance.json,d694d5219f453c40a34b799e84306f92e3db1be9f72f5a74fe16621df253f889,d8266fc7e194cad29a50e60eb86fc133436a29d33921b2251b3e1dc24379e5c9,e59b43eff3643b2db8c9eca1ae5d494fb868311dbae642b17f828a2363a4e0ec,63816,168,169,GON+,GON-,6.21,6.22,56_0.jpg,tampered_56_0.jpg,7dcd7ef88dfc8613e76695bbe8507250dcadfe178097a7feafde20f27c0af6dc,8a55d2698801f10596a68008707a9bcbb83ad31db8b33b810dfd52f097321942,ab743342066d5eda450bb0281b26f79127c646e7e1109ebb98b56166dd9467d0
163,56_1.jpg,56_1.provenance.json,a462ed4d9040f023f5314a80b71e1d9aa15b8ac4431169113d5338d095ab134f,d8266fc7e194cad29a50e60eb86fc133436a29d33921b2251b3e1dc24379e5c9,e59b43eff3643b2db8c9eca1ae5d494fb868311dbae642b17f828a2363a4e0ec,63816,168,169,GON+,GON-,6.21,6.22,56_1.jpg,tampered_56_1.jpg,2120d1164ce52c68b97e283b6d3efcd45e15e053b71538ff3e92508c063ab3d6,c65e1ec3ebd5ec53859e75b7189e1efd92f66f7fbd38c3214c5f04ab765da0c7,7be68093be472df91f249d36f2dc4157af007e4d8b88f3d23156e097cec494a6
164,56_2.jpg,56_2.provenance.json,697a2ad34fbef0386a1ac1c51446cf654a81b3a72e6a0c4250384f9ca751d25d,a8707327a03e057601d7a599fe0524b775a5f9d00450cc80729b0a20fc34e8d4,a39c08da949b49421c9c5a8602b0490b2e9782931618d11c36d4d0fbd07b6ff6,65797,154,155,GON+,GON-,4.34,4.35,56_2.jpg,tampered_56_2.jpg,1464aad1edeabd2a80c0c0d55c3b334e29c08b651bc4ee91b05d0acf8cbc6960,9b67f0af727a5459300def3b56d2b27ca809bfe8d5b72be2573627c30880c0e2,dd05d4dfd356ca903550a7c511023cb4e30474eab7e79b2d315e4f5abd032347
165,56_3.jpg,56_3.provenance.json,615c5c36836b62a2640b8d9b88cf00aba36b9e0c93b8c7158b72709184ef6708,73aa3373fe16dbaa3e11066aea19d427bc12daf42a0e44b7e48069f7383bfd58,80e7cb4002800eb726ab8a257d627200face7ff9b07c8712b06563ee3bc6280c,65848,153,152,GON+,GON-,6.47,6.48,56_3.jpg,tampered_56_3.jpg,c06d4af2babfdc84b6dc12efa7bed8a2285d0b2a3ab1e66a227260941ca2aa75,0ef4d96398d4fe84225df965fbc72411f8a29ad3ec8800042307c652466ea20f,b3e4d2e1639bfb2ab28c79e56e526eac71d74cb6a7b7cc7d17821884ddef2793
166,57_0.jpg,57_0.provenance.json,d4cc657ad1a172108a0ffbfc695e21574290d73971606c5fe33bc1b789bc9b3b,fd2dd89edb0230ed3d07ef10139f0f0ca34b4bad493fe89961d1a10acc41db1d,d73b658de7f5e048b19a4cfa09e82bbe52fa9e5d775cee8b3fc836b7406be9f6,66735,106,107,GON+,GON-,5.18,5.19,57_0.jpg,tampered_57_0.jpg,5b85c39af9302027f6bf51c63b84dbc441bc444cde596a64576e39af945c987a,7c805a55b6a20ad2ca1353b25827f2d3b64306dfdba585a64d4e2445e72b3a40,127563577f4a1f1451684544480cb3e4ccb23d163745b33ba6660daf2f2b6845
167,57_1.jpg,57_1.provenance.json,bff4d186d3293a9a50a20309e7b474389a8af62c21b20fba9a719c3cc5617650,61448f7c598a7a9b68700218017a4f286368c671af03860250358bd8e877b664,e979296d8b23807f57c792a9484c28229ffad7174596bf4a1f7509cf477273a0,73053,166,167,GON+,GON-,6.06,6.07,57_1.jpg,tampered_57_1.jpg,1e4a4ee2cd2fc547e4988902a2fcfdf897073d109d32f02230b72be95cede07c,8a9651498a33d1a6a2146c58ecad0946aeedec98409d9dcb3ce5dc0b94da94a7,41863905855200089c642355b248cbb0e19d8dae8eb522a5d68aef122b864393
168,57_2.jpg,57_2.provenance.json,06b2b2d28201f02ac6633cd22c9fd4df6baf0402f6eaafbf82468a290941227a,645cbdf6bd0ae495ff8eb4b96a0b4da69941c5e89e11ea065d87fe02c1b6b356,619dcc038f9147f6463fe7c8f152a460c577599b35b31b52fea04ab7033ac581,68165,35,34,GON+,GON-,5.64,5.65,57_2.jpg,tampered_57_2.jpg,ce74fb91d19d7267463474e51114583a2cd2818a04e2919ea3ca6ee197b98f14,0fdbb8d4b5531b078244cfe483074e23e83bff97cb58635a0b0bf72315611239,9b1fc66a7420a474c7b676f62026972c7f650777ab45309856e7e1cb787593cf
169,58_0.jpg,58_0.provenance.json,52d57fe484bb78a8b0e4e6e80f4246169f9078ddd8f5bb014661ab46b958c5c9,622af6e94e9201747fc2004d6e43e56c37b3e883249e336d09b20bc75755d7a1,aa5e0f42a170969dc5294baad06c6c26d9af1a98beb991f8d1a1ee657bff364e,60180,160,161,GON+,GON-,4.48,4.49,58_0.jpg,tampered_58_0.jpg,ae0a3bbf68c39054e4d019331a62f41108dca37038a45f38982a22327f806e61,34166bc9ebf99917ad6d9381fa6bd6ac7d4ab7b6c1662256f39a60f63660d9cd,b414327fdf746ab1d87597c23845d384cf773664f1d7c57aa2ecd5042e03fc4f
